Type,id
Capability,Campaign to Risk Association
Capability,Capability
Constraint,Capability doesn't exist today
Value,Capacity
Requirement,Capacity to manage and issue audit instructions with inventory lists electronically
BusinessObject,Capital Business
BusinessObject,Capital Business Details
Product,CAPITAL MARKETS
ApplicationComponent,Captal IQ platform
ApplicationFunction,CAPTCHA Feature
ApplicationFunction,Capture Financial Statements
ApplicationService,Capture Originations data
ApplicationComponent,Carrier
ApplicationFunction,Case & Incident Mgmt
Grouping,Case management
ApplicationComponent,Cash App ??
Value,Cash Flow
DataObject,CASH_FLOW_PRINCIPAL@Quarterly
DataObject,Cash_Flow_Report
BusinessActor,Cashier - China
Capability,Categorization
Device,CBOAP01P
ApplicationService,CBRC Website
Location,Central East South
BusinessActor,CFO - China
BusinessProcess,Change Borrower (Add Co-Borrower) - China
Product,Change Due Date
BusinessProcess,Change in Score Card
Product,Change Lessee
Requirement,Change Management
Product,Change Repayment Card
BusinessProcess,Change to Master Data - India
ApplicationInterface,Channel
Capability,Channel Management
DataObject,CHARGE_AMORTIZATION_SCHEDULE
DataObject,CHARGE_AMORTIZATION_SCHEDULE (FLC)
DataObject,Charge_Detail_Report
Product,Chassis and Cab
ApplicationFunction,Chatbot
Product,Chattel Mortgage - Australia
BusinessProcess,Check Approval Doc
BusinessProcess,Check Authorization Status
ApplicationService,Check Button to Trigger AML Check
BusinessProcess,Check CIBIL and Finscan and Share the CIBIL summary with the Sales Team
BusinessProcess,Check Customer Identification via CCX
BusinessProcess,Check EAST Reports Quality - China
ApplicationInterface,Check for Match
Product,Check In Engine Compartment
BusinessProcess,Check KYC documents and Match the customer signature
BusinessProcess,Check KYC/UBO and Calculate Risk Grading
BusinessProcess,Check Mandate Specs and Generate UMRN
BusinessProcess,Check NICE Infobox Info - KR
BusinessProcess,Check Sponsor Bank Information & Submit
BusinessProcess,Check the overdue details with customer and takes clarification
Product,Check Under the Vehicle
ApplicationProcess,Check Whether it's Bundled Customer
BusinessProcess,Check Wholesale Contract Payment Status - China
Goal,"Checking of details to be simplified, with reduced time and manual error"
BusinessProcess,Checking PBOC - China
Product,Checks in the Cab
BusinessActor,Chief Accountant
BusinessActor,Chief Risk Officer
Plateau,China  DWH - Mapping with China Local Regulatory Fulfilled Function
ApplicationService,China ABC Bank ERP
BusinessProcess,China ABC DD Authorization Status Tracking
BusinessProcess,China ABC DD Online Authorization
BusinessProcess,China ABC DD Termination
SystemSoftware,China AFC CMS Oracle DB DR
SystemSoftware,China AFC CMS Oracle DB Prod
TechnologyService,China AFC CMS PRD DB Service
TechnologyService,China AFC CMS UAT DB Service 1
TechnologyService,China AFC CMS UAT DB Service 2
Device,China AFC NAV DR App Server
SystemSoftware,China AFC NAV MS SQL DR DB
SystemSoftware,China AFC NAV MS SQL Prod DB
Device,China AFC NAV Prod App Server
Grouping,China AML Demand (triggered by regulation)
Constraint,China AML Law - Chapter 1 Article 3
Requirement,China AML Law - Chapter 3 Article 15
Requirement,China AML Law - Chapter 3 Article 16
Requirement,China AML Law - Chapter 3 Article 17
Requirement,China AML Law - Chapter 3 Article 18
Requirement,China AML Law - Chapter 3 Article 19
Requirement,China AML Law - Chapter 3 Article 20
Requirement,China AML Law - Chapter 3 Article 21
Requirement,China AML Law - Chapter 3 Article 22
BusinessService,China AML Monitoring and Analysis Center - CAMLMAC (Processing)
BusinessProcess,China AML Process - 1. China Underwriting AML Check
BusinessProcess,China AML Process - 2. Operation Continuous Verification (Reactive)
BusinessProcess,China AML Process - 3. AML on 3rd Party Payment for Collection
TechnologyCollaboration,China APIC Prod (not ready)
ApplicationService,China BaiHang
ApplicationService,China Baiwang API
BusinessActor,"China Banking and Insurance Information Technology Management Co., Ltd."
BusinessActor,China Banking and Insurance Regulatory Commission - Beijing Office
Grouping,China Common Finance Products
BusinessProcess,China CSG WeChat Pre-Binding
Plateau,China DWH - China Business Needs on Data Analytics Mapping with Data Platform Function
Plateau,China DWH - Current State
Plateau,China DWH - Data Processing Related Functions Mapping with Global Data Platform Concept (Data Lake Core alignment)
Plateau,"China DWH - Function and Data Platform Technology Mapping, with Security / Compliance validating on China regulatory constraints"
Device,China EAST Database Server-UAT-AFC
ApplicationService,China Enterprise Credit Information Bullitin System
DataObject,China Financing Industry Inter-Connecting Platform
TechnologyCollaboration,China HMG_Prod
TechnologyCollaboration,China HMG_Test
Grouping,China IC Related
ApplicationComponent,China Infosys Collection (To-Be)
Device,China MQ Server - Prod
Node,China new SQL Hotel - Prod (SQL 2019)
Node,China new SQL Hotel - Test (SQL 2019)
ApplicationComponent,China OnGuard (To-Be)
CommunicationNetwork,China PBOC Network In Beijing Office
BusinessProcess,China Retail Finance Process
ApplicationService,China Tax Bureau
ApplicationComponent,China TIM (To-Be)
Device,China TWS DR App Server
SystemSoftware,China TWS DR MySQL DB
Device,China TWS Prod App Server
SystemSoftware,China TWS Prod MySQL DB
ApplicationService,China WeChat Public Platform
ApplicationService,China WeChat Work Platform
SystemSoftware,China Wholesale - Apache Server
SystemSoftware,China Wholesale - MySQL
ApplicationComponent,China-(offline) AML Customer Contact List
ApplicationComponent,China-(offline) Asset Audit Tracking Package
ApplicationComponent,China-(offline) Collection China-Performance Report
ApplicationComponent,China-(offline) Collection Documents Preparation
ApplicationComponent,China-(offline) Collection Inventory Report
ApplicationComponent,China-(offline) Collection Repossession List
ApplicationComponent,China-(offline) Collection Work Assignment
ApplicationComponent,China-(offline) Contract Modification Trial Calculator
ApplicationComponent,China-(offline) Dealer Payment's Customer Contact List
ApplicationComponent,China-(offline) ET/Dealer BuyBack/Dealer Purchase Quotation Template for Customer/Dealer
ApplicationComponent,China-(offline) Field Collection Work Plan
ApplicationComponent,China-(offline) Insurance Application Form
ApplicationComponent,China-(offline) Legal Documents Template
ApplicationComponent,China-(offline) Payment Allocation Spreadsheet (FLC)
ApplicationComponent,China-(offline) Phone Collection Record
ApplicationComponent,China-(offline) Phone Collection Work Queue (Daily)
ApplicationComponent,China-(offline) Redemption Letter Template
ApplicationComponent,China-(offline) Remarketing Documents Templates
ApplicationComponent,China-(offline) Repo Tracking Spreadsheet
ApplicationComponent,China-(offline) Request & Approval Workflow
ApplicationComponent,China-(offline) Shared Drive
ApplicationComponent,"China-(offline) Spreadsheet tracking litigation, File Sharing"
ApplicationComponent,China-(offline) Truck GPS Checking Log
ApplicationComponent,China-(offline) Write Off Spreadsheet
ApplicationComponent,China-Audit Module (FC usage) - WeChat
ApplicationComponent,China-Dealer Portal - China (at WeChat Work)
ApplicationComponent,China-Document-Manager
ApplicationComponent,China-Field Collection Report - WeChat
ApplicationComponent,China-Jingdong-Auto-Calling-System (only for T+1)
ApplicationComponent,China-Payment Allocation Tool
ApplicationComponent,China-Report Auto Generating Tool (FLC DCS)
ApplicationInterface,CIBIL (Credit Bureau)
Requirement,CID001-ATR: 6 Features
DataObject,CID03134-010_General Ledger
DataObject,CID03134-020_General Ledger
DataObject,CID03134-030_JournalReply
Requirement,CID03823-BR01-Assist dealer to overcome cash flow issues
Requirement,CID03823-BR02-Extend new potential business scope on Wholesale (Floor Plan)
Requirement,"CID03823-BR03-Achieve more business value, Enhance wholesale business via Floor Plan Loan"
Requirement,CID03823-StR01-Truck dealers are able to get more flexible financing approach
Requirement,CID03823-StR02-VFS China is able to improve the partership with Market Company (Truck) and dealers
Requirement,CID03823-StR03-VFS China is able to increase sales volume and at the same time able to control the risk level
Requirement,CID03823-StR04-VFS China is able to improve the Operational Efficiency
Constraint,CID03823-StR05-New Wholesale Business need to up and running by end of April 2021
ApplicationComponent,Cisco CUIC Reporting Tool
ApplicationComponent,CITI Netbank
Device,Citrix Server Farm
BusinessProcess,Claims
ValueStream,Claims Assessment
ValueStream,Claims Settlement
BusinessProcess,Clarification on Overdue and Negative Match
BusinessObject,Clearance Report
ApplicationFunction,Click Config/Development
Device,Client PC (Europe Central East & East) in VCN or Remote Access
Device,Cloud Admin Client
ApplicationComponent,CM/CDB
Requirement,CM01 Separation of Activities in Change Management
Requirement,CM02 Change Approval
Requirement,CM03 Approval of Test
Requirement,CM06 Time Period Restrictions for Changes
BusinessProcess,CMS Audit - US/CA
DataObject,CMS data
DataObject,"CMS data, originations data"
ApplicationComponent,CMS event broker
DataObject,CMS Log Report
Deliverable,CMS side API to query changes of Wholesale contracts
BusinessProcess,CMS Updates - US/CA
BusinessActor,CMT - China
Grouping,CN E-Sign
Node,CNSHAL0002
Device,CNSHAN034
Node,CNSHAN041
Node,CNSHAN042
Node,CNSHAN044
Device,CNSHAN045
Node,CNSHAN112
Node,CNSHAN115
Node,CNSHAN116
Node,CNSHAN117
Node,CNSHAV0002
Device,CNTSNL0092-N1
Node,CNTSNL0092-N1
Node,CNTSNL0092-N2
Device,CNTSNL0099
Device,CNTSNL0101
Device,CNTSNL0121
SystemSoftware,CNTSNL0121-Tomcat
Device,CNTSNL0122
SystemSoftware,CNTSNL0122-Tomcat
Device,CNTSNL0124
SystemSoftware,CNTSNL0124-Kettle
SystemSoftware,CNTSNL0124-MQFT
SystemSoftware,CNTSNL0124-MySQL
SystemSoftware,CNTSNL0124-OpenJDK
SystemSoftware,CNTSNL0124-RabbitMQ
SystemSoftware,CNTSNL0124-Redis
SystemSoftware,CNTSNL0124-Tomcat
Device,CNTSNL0125
SystemSoftware,CNTSNL0125-Nginx
Device,CNTSNL0126
SystemSoftware,CNTSNL0126-Nginx
Device,CNTSNL0129
SystemSoftware,CNTSNL0129-Tomcat
Device,CNTSNL0130
SystemSoftware,CNTSNL0130-MySQL
Device,CNTSNL0131
SystemSoftware,CNTSNL0131-Tomcat
Device,CNTSNL0132
SystemSoftware,CNTSNL0132-MySQL
Device,CNTSNL0133
SystemSoftware,CNTSNL0133-Nginx
Device,CNTSNL0134
SystemSoftware,CNTSNL0134-Kettle
SystemSoftware,CNTSNL0134-MQFT
SystemSoftware,CNTSNL0134-MySQL
SystemSoftware,CNTSNL0134-OpenJDK
SystemSoftware,CNTSNL0134-RabbitMQ
SystemSoftware,CNTSNL0134-Redis
SystemSoftware,CNTSNL0134-Tomcat
Device,CNTSNL0147
SystemSoftware,CNTSNL0147-ElasticSearch
SystemSoftware,CNTSNL0147-Redis
SystemSoftware,CNTSNL0147-Tomcat
SystemSoftware,CNTSNL0147-ZooKeeper
Device,CNTSNL0148
SystemSoftware,CNTSNL0148-MySQL
Device,CNTSNL0149
SystemSoftware,CNTSNL0149-ElasticSearch
SystemSoftware,CNTSNL0149-Redis
SystemSoftware,CNTSNL0149-Tomcat
SystemSoftware,CNTSNL0149-ZooKeeper
Device,CNTSNL0150
SystemSoftware,CNTSNL0150-MySQL
Device,CNTSNN049
Node,CNTSNN050
Node,CNTSNN051
Node,CNTSNN054
Device,CNTSNN056
Device,CNTSNN057
Device,CNTSNN058
Device,CNTSNN061
SystemSoftware,CNTSNN061-Nginx
SystemSoftware,CNTSNN061-Tomcat
Node,CNTSNN067
SystemSoftware,CNTSNN067-MQFT
Device,CNTSNN074
Device,CNTSNN075
Device,CNTSNN076
Device,CNTSNN078
SystemSoftware,CNTSNN078-Nginx
SystemSoftware,CNTSNN078-Tomcat
Device,CNTSNN079
SystemSoftware,CNTSNN079-MySQL
Node,CNTSNN080
Node,CNTSNN082
Device,CNTSNN085
Device,CNTSNN086
Node,CNTSNN090
Node,CNTSNN091
SystemSoftware,CNTSNN091-MQFT
Device,CNTSNN092
Node,CNTSNN094
Node,CNTSNN095
Node,CNTSNN096
Node,CNTSNN099
Node,CNTSNN100
Device,CNTSNN106
Device,CNTSNN120
Node,CNTSNV004
ApplicationFunction,Coding & Unit Testing
Value,Collaboration
ApplicationFunction,Collaboration Apps
Capability,Collateral Management
ApplicationComponent,Collateral Module
BusinessProcess,Collect all the relevant information needed for mandate set-up at NPCI
ApplicationService,Collect and calculate grades
BusinessProcess,Collect Pending Documents
BusinessProcess,Collect Raw Business Data - China
BusinessProcess,Collect the NACH mandate form from customer
BusinessProcess,Collect Wholesale business data required by PBOC in T+1
BusinessProcess,Collect(download) Payment Statement from bank website manually
BusinessProcess,Collecting Customer Information - China
BusinessActor,Collection - Australia
BusinessActor,Collection - China
BusinessActor,Collection - Turkey
BusinessActor,Collection - ZA
BusinessObject,COLLECTION / REPOSSESSION
BusinessActor,Collection Analyst - China
BusinessProcess,Collection Customer Information
BusinessProcess,Collection financial statement from customer together with unit details to be purchased
BusinessProcess,Collection financial statement from customer together with unit details to be purchased and other credit assessment required informaiton
BusinessActor,Collection Legal - China
BusinessActor,Collection Manager
BusinessActor,Collection Manager - China
Goal,Collection Module should have a user friendly Report to be updated to same time and for record keeping (for future reference)
BusinessActor,Collection Officer - Australia
BusinessActor,Collection Officer - Desk
BusinessActor,Collection Officer - Field
BusinessActor,Collection Officer - India
DataObject,Collection Report
DataObject,Collection Reports (AFC) QlikView
DataObject,Collection Reports (AFC) SSRS
DataObject,Collection Reports (FLC) QlikView
DataObject,Collection Reports (FLC) SSRS
DataObject,COLLECTION_FOLLOWUP
DataObject,COLLECTION_FOLLOWUP (FLC)
BusinessActor,Collections
Capability,Collections
ApplicationFunction,Commerce Einstein
Constraint,Commercial Bank Data Center Supervision Guidelines
BusinessFunction,Commercial Rate - NA
Capability,Commercial Services & Products Development
Capability,Commercial Services & Products Operations
Product,COMMON FINANCE PRODUCTS
BusinessProcess,Communicate Decision - A
BusinessProcess,Communicate Decision to the Sales Team
BusinessProcess,Communicate Gaps to DFM / Dealer - US/CA
BusinessProcess,Communicate Results - A
BusinessProcess,Communicate Scorecard - A
BusinessProcess,Communication - China
Value,Communication Effectiveness
BusinessProcess,Communication of Transactions and Obligations to Customer
ApplicationFunction,Communities
ApplicationFunction,Community Einstein
ApplicationFunction,Community Support
BusinessObject,Compaign
ApplicationFunction,Compaign Optimization
CourseOfAction,"Competitive, Differentiated Products / Services"
BusinessRole,Competitor
BusinessProcess,Complete Application - India
CourseOfAction,Complete Insurance Offering
BusinessProcess,Complete the necessary formalities and information
BusinessActor,Compliance
Constraint,Compliance
Value,Compliance
BusinessProcess,Compliance Handling - China
BusinessActor,Compliance Manager - China
BusinessActor,Compliance Officer (Local)
BusinessActor,Computer Room Onwer
ApplicationFunction,Condition Library
ApplicationFunction,Confidence of Balancing Engine
Goal,"Configurable allocation of funds by business basis Business Policy, Product type and asset quality"
Goal,"Configurable option required, for changing in process from straight through action based"
BusinessFunction,Configurable Workflow - NA
BusinessProcess,Configuration
ApplicationFunction,Configuration Management
BusinessProcess,Configure calling  rules based on due date(T+x)
BusinessProcess,Configure SMS template/phone script
ApplicationFunction,"Configure, Price, Quote"
Deliverable,Configured PROD Environment
Deliverable,Configured UAT Environment
BusinessProcess,Confirm  Customer ID Updates
Capability,CONNECT - Self-Service
Capability,CONNECT - Support & Service
ApplicationFunction,Connected Assets
ApplicationInterface,Connected Devices / IoT
Product,Connected Service Planning
Product,Connected Service Planning - Netherlands
ApplicationFunction,Connector APIs
CourseOfAction,Consider next steps and make plans
Value,Consistency / Standardization
Constraint,Constraint
Constraint,CONSTRAINT: Current CMS system in AU is not capable in any way of handling standalone service contracts. Can only manage collecting service agreement payments in “bill and collect” process.
ApplicationFunction,Constructing Accounting GraphCreating chart of accounts based on extraction
Capability,Construction Equipment
BusinessRole,Consumer
BusinessProcess,Contact Center Management  - AU
ApplicationFunction,Contact Management
BusinessObject,Contacts
ApplicationFunction,Content Management
DataObject,CONTFPAS
DataObject,CONTFPAS (FLC)
Principle,Continuous Transformation Lifecycle
DataObject,CONTPOR
DataObject,CONTPOR (FLC)
BusinessObject,Contract
Contract,Contract
DataObject,Contract
DataObject,CONTRACT (FLC)
ApplicationFunction,Contract Activation
DataObject,Contract Activation Info
BusinessProcess,Contract Administration - AU
ApplicationComponent,Contract and Asset Management (CMS) - To-Be
BusinessObject,Contract Asset (Operations)
ApplicationFunction,Contract Close
ApplicationService,Contract creation
DataObject,Contract data for customers
DataObject,Contract data for customers as REST resource
ApplicationService,Contract e-signing
ApplicationFunction,Contract Execution
BusinessProcess,Contract Extension - China
DataObject,Contract files for customers
DataObject,Contract files for customers as REST resource
ApplicationService,Contract generation
Product,Contract Hire - UK
BusinessObject,Contract Info
DataObject,Contract info from CMS
DataObject,Contract Information
ApplicationService,Contract initiation
DataObject,Contract initiation data
DataObject,Contract Initiation Info
BusinessService,Contract Initiation Service
ValueStream,Contract Lifecycle
Product,Contract Management
BusinessActor,Contract Management Manager - China
Grouping,Contract management systems
ApplicationService,Contract mastering
BusinessProcess,Contract Modification - China
ApplicationComponent,Contract Module
ApplicationComponent,Contract Operations Business Engine
BusinessProcess,Contract Originated with a Certificate of Notarial Deed in VAFC Possession?
Representation,Contract Package
BusinessObject,Contract Payment Terms
BusinessProcess,Contract Restructure - China
BusinessProcess,Contract Restructure Trial Calculation
Product,Contract Term Modification
DataObject,Contract to sign
DataObject,Contract Widget data
DataObject,Contract Widget files
DataObject,Contract_BP
DataObject,Contract_Co_Borrower@Quarterly
DataObject,Contract_Detailed_Information@Quarterly
DataObject,Contract_Guarantor@Quarterly
DataObject,Contract_Receipt_Cencel_Details@Quarterly
DataObject,Contract_Receipt_Details@Quarterly
DataObject,CONTRACT_REDEMPTION_MAIN
DataObject,CONTRACT_REDEMPTION_MAIN (FLC)
DataObject,Contract_Repayment_Plan@Quarterly
DataObject,Contract_Status
DataObject,contractExtTimes@Quarterly
BusinessRole,Contributor
Value,Control
Value,Convenience
ApplicationFunction,Converting uploaded files to images
BusinessObject,Cooperative Institution
DataObject,Core Financinng System
DataObject,Core System Transaction Data
DataObject,Core VFS Data
TechnologyInterface,CoreView SOAP Endpoint
BusinessRole,Corporate (Financing Company) - India
ApplicationService,Corporate Business Information
BusinessActor,Corporate Communications
BusinessObject,Corporate Customer
ApplicationFunction,Corporate Customer Identification (UBO)
ApplicationFunction,Cost
Value,Cost Efficiency / Cost Saving / Cost Reduction
DataObject,Cost of funds
BusinessService,Cost of funds data master
ApplicationComponent,Cost of funds data master solution
ApplicationService,Cost of funds lookup
ApplicationFunction,Costom Apps
Capability,Country Level Risk
BusinessActor,Country Manager
Product,Courtesy Truck or Financial Compensation
ApplicationComponent,CQA
BusinessProcess,Create cancellation request  to eNACH
BusinessProcess,Create job  for new configuration
BusinessProcess,Create Scorecards - A
BusinessService,Create work order to follow up
BusinessProcess,Creation Payable/Receivable
BusinessActor,Credit - India
BusinessActor,Credit - Turkey
BusinessActor,Credit - ZA
BusinessActor,Credit & Risk Manager
BusinessObject,Credit Accounts
BusinessObject,Credit Accounts Details
Capability,Credit Analysis
BusinessProcess,Credit Analysis & Decisioning
BusinessProcess,Credit Analysis &Decisioning
BusinessActor,Credit Analyst
BusinessProcess,Credit Application
ApplicationFunction,Credit Application - NA
Constraint,"Credit Application Phase: ""Basic Customer Report"" - Created by Dealer Salesmen (Realtime and Online Data Input Tool)"
ApplicationService,Credit approval orchestration
BusinessFunction,Credit Assessement - NA
BusinessProcess,Credit Assessment
BusinessProcess,Credit Assessment of the Customer
BusinessProcess,Credit Bureal (CIBIL) Check - India
ApplicationService,Credit Bureau
Constraint,Credit bureau and other checks are initiated manually through email which is time consuming and tedious and are error prone.
BusinessProcess,Credit Bureau Check & Finscan Screening
ApplicationComponent,Credit bureau customer search solution
DataObject,Credit Bureau Data
ApplicationComponent,Credit Bureau Gateway
ApplicationFunction,Credit Bureau Interface
BusinessProcess,Credit checks the documents received
ApplicationFunction,Credit Decision
BusinessProcess,Credit Decline
BusinessActor,Credit Director
ApplicationComponent,Credit Evaluation Module
Capability,Credit Grade
BusinessProcess,Credit Inquery - KR
ApplicationFunction,Credit Limit
BusinessObject,Credit Limit
Product,Credit Management Support
BusinessActor,Credit Manager - China
BusinessActor,Credit Officer
BusinessActor,Credit Officer - Australia
BusinessActor,Credit Officer - China
BusinessProcess,Credit Officer Login AML System to Follow Up Identification
Device,Credit Officer MyPlace PC
ApplicationComponent,Credit Plan Management
WorkPackage,Credit Portal and LOS Integration Track
BusinessProcess,Credit Pre UW & Recommendation Stage
BusinessFunction,Credit Profile API - NA
DataObject,Credit Reports (AFC) SSRS
DataObject,Credit Reports (FLC) SSRS
BusinessFunction,Credit Request Experience API - NA
ApplicationFunction,Credit Request Management
ApplicationComponent,Credit Request Manager
BusinessProcess,Credit Request Submitted - A
ApplicationComponent,Credit Risk Business Engine
ApplicationComponent,Credit Risk Decision Engine
ApplicationFunction,Credit Risk Decisioning Resolution - NA
Capability,Credit Sales Contract
ApplicationFunction,Credit Scoring
ApplicationFunction,Credit Scoring / KYC
Capability,Credit Scoring / KYC
ApplicationService,Credit Services
ApplicationFunction,Credit Underwriting
Capability,Credit Underwriting
BusinessProcess,Credit UnderWriting - KR
ApplicationFunction,Credit Underwriting - NA
ApplicationService,Credit Underwriting Module
ApplicationInterface,CRIF (Credit Bureau)
Constraint,Criminal Law of the People's Republic of China
Constraint,Criminal Procedure Law of the People's Republic of China
ApplicationFunction,CRM
DataObject,CRM
ApplicationComponent,CRM Module
ApplicationComponent,CRM/CX Portal
Product,Cross Border Financing
ApplicationComponent,CSG_WeChat-Account-Backend-Service
ApplicationComponent,CSG_WeChat-Account-Frontend
ApplicationComponent,CSG-Auth-Service-AFC
ApplicationService,CSG-Auth-Service-AFC
ApplicationComponent,CSG-Auth-Service-FLC
ApplicationService,CSG-Auth-Service-FLC
ApplicationService,CSG-Change-Request
ApplicationService,CSG-Contract-Info-Query
ApplicationService,CSG-Customer-Notification
ApplicationComponent,CSG-ECS
ApplicationService,CSG-ECS-Service
ApplicationComponent,CSG-Gateway
ApplicationService,CSG-Gateway-Service
ApplicationComponent,CSG-Legacy
ApplicationService,CSG-Online-Payment-Service
ApplicationService,CSG-Payment-Plan-Query
ApplicationService,CSG-Payment-Record-Query
ApplicationComponent,CSG-POA
ApplicationService,CSG-POA-Service
ApplicationComponent,CSG-Service-Discovery
ApplicationService,CSG-Service-Discovery
ApplicationService,CSG-User-Bundling-Service
CommunicationNetwork,CSN network
BusinessActor,CSO Manager - China
ApplicationComponent,CTDI
ApplicationComponent,Current Account Module
Constraint,"Current CAM preparation is manual, which is erro prone"
Constraint,Current Excel is used to provide these details which is error prone
Constraint,Current process is manual where communication is done with Auction Partners over emails. Needs integration with collections system.
Constraint,"Current scorecard done manually, which is error prone and can be finalized only post approval"
Plateau,Current State
Constraint,"Current system is not user friendly so Collection has total dependency on Live Contract (Excel), prioritization is not available, secondary allocation limitation"
Constraint,"Current system is not user friendly so Collection has total dependency on Live Contract (Excel), prioritization is not available, secondary allocation limitation."
Constraint,Currently approval is maintained on email and uploaded in the system manually
Constraint,Currently done manually
Constraint,Currently handled manually
Constraint,Currently manual
Constraint,Currently manual process
Constraint,"Currently manual update with bank for NACH, PDC etc."
Constraint,Currently manual. Based on email approvals
Constraint,"Currently manually update with bank for NACH, PDC, etc."
Constraint,Currently Ops need to validate each data entry in system and documents provided
Constraint,"Currently received manually, needs to be integrated and seamless flow from dealer/BA. Verify per checklist and approve."
Constraint,Currently Subject to Conditions and Deferral are tracked manually
Constraint,"Currently the cycle of dunning doesn’t stop even after customer payment, the process continues as per first cycle. The cycle is managed manually."
Constraint,Currently there is a limitation of allocating 50 contracts per person
Constraint,"Currently there is a limitation of allocating 50 contracts per person, speed is a concern"
Constraint,Currently there is EOD dependency for the status update.
Constraint,Currently unavailable
BusinessProcess,Cusotmer Onboarding
BusinessProcess,Cusotmer Orders Parts and/or Services
BusinessObject,Customer
BusinessRole,Customer
DataObject,Customer
BusinessActor,Customer - Australia
BusinessActor,Customer - China
BusinessActor,Customer - India
BusinessRole,Customer - India
Capability,Customer & Partner Engagement
BusinessProcess,Customer Accepts VFS proposal and completes documentation
BusinessActor,Customer Advisor (CA) - China
ApplicationFunction,Customer AML Risk Grading
ApplicationFunction,Customer AML Risk Statistics
Capability,Customer and Distribution
Grouping,Customer and Distribution
ApplicationService,Customer and group exposure calculations
BusinessProcess,Customer answer call
CourseOfAction,Customer Awareness of the EaaS Product & their Benefits
BusinessFunction,Customer Business Profile - NA
BusinessProcess,Customer Consent - KR
ApplicationFunction,Customer Consent Collection
Product,Customer Contract Management
ApplicationService,Customer creation
BusinessFunction,Customer Credit Gateway - NA
BusinessProcess,Customer Credit Rating Confirm
ApplicationFunction,Customer Credit Risk Profiling
ApplicationFunction,Customer Credit Risk Profiling - NA
DataObject,Customer Data
BusinessProcess,Customer data confidentiality - India
ApplicationComponent,Customer data master solution
DataObject,"Customer data, pipeline deals data, active contract data, ..."
Product,Customer Difficulty Time Care
ApplicationComponent,Customer domain API
Capability,Customer Engagement
DataObject,Customer Experience Feedback
Grouping,Customer experience management system
BusinessFunction,Customer Exposure - NA
BusinessProcess,Customer Financial Data Verification - India
BusinessObject,CUSTOMER FINANCIALS
BusinessObject,Customer Hierarchy (Sales Marketing / Credit / Operation)
ApplicationFunction,Customer Identification
ApplicationFunction,Customer Identification Recording and Retention
BusinessProcess,Customer Info Change Request or Regular AML Sub Process
DataObject,Customer Information
Grouping,Customer Information
BusinessObject,Customer Initial Info
BusinessProcess,Customer Initial Information Change
ApplicationService,Customer insights
ApplicationFunction,Customer Interactions
Capability,Customer Level Risk
ApplicationService,Customer lookup
Capability,Customer Management
BusinessService,Customer Master Data Service
ApplicationService,Customer mastering
DataObject,"Customer name, VAT, address, customer group data, ..."
DataObject,"Customer number, name, VAT, address, cusomer group data, ..."
BusinessProcess,Customer Onboarding - KR
DataObject,Customer payment banking information
BusinessFunction,Customer Payment Behavior - NA
BusinessProcess,Customer Pays to VFS
ApplicationComponent,Customer Portal
ApplicationComponent,Customer Portal Platform
BusinessProcess,Customer Quote / Customer Credit Request to VFS
ApplicationProcess,Customer Rating Model
Value,Customer Reach
BusinessProcess,Customer Re-KYC / Re-UBO Check
ApplicationService,Customer relationship data mastering and management
Product,Customer Repayment Support
BusinessEvent,Customer Request To Terminate
ApplicationComponent,Customer Risk Management Module
CourseOfAction,Customer Satisfaction
BusinessService,Customer satisfaction survey
DataObject,Customer scorecard
ApplicationService,Customer search in credit bureau
ApplicationFunction,Customer Segmentation
ApplicationFunction,Customer Service Apps
BusinessActor,Customer Service Manager
BusinessActor,Customer Service Officer (CSO) - China
BusinessActor,Customer Service Representative
Product,Customer Service Support
BusinessProcess,Customer Signing - China
ApplicationFunction,Customer Statistics on High/Mid/Low Risk Grading
ApplicationFunction,Customer Statistics on ID to be expired in 60 days
ApplicationFunction,Customer Status Statistics
ApplicationService,Customer survey creation
ApplicationService,Customer survey result processing
ApplicationService,Customer survey via email
ApplicationService,"Customer survey via text, voice, social medial, video"
Constraint,"Customer take multiple assets in one deal, hence user need to punch each case based on BA, hence one application handle multiple BA products is required with data and rules for calculating grading for multiple BA"
Requirement,Customer to make payment with the help of virtual account number and the allocation happens in the system (straight through process)
DataObject,Customer touchpoint data
CourseOfAction,Customer uses Equipment & Makes Payments to VFS
Product,Customer Value-Added Services (China)
BusinessRole,Customer's Bank - India
ValueStream,Customers Support
Product,Customized Financial Products
ApplicationFunction,Customized Queue for China E-Sign Call SDZB
Device,DACAP01P
Product,Daily Inspection
Constraint,Daily Reports to Regulator (Automation)
DataObject,Daily_Retail_Collection_Form
ApplicationFunction,Dashboard
ApplicationFunction,Dashboards & Reporting
Grouping,Data
Product,Data Access
Product,Data Access Services
ApplicationService,Data Analysis Report
DataObject,Data captured through Medallia Salesforce Lightning Components
ApplicationFunction,Data Cleaning
ApplicationFunction,Data Dictionary
DataObject,Data for widgets
BusinessObject,Data Lake SFF(Excel)
ApplicationFunction,Data Layer
BusinessService,Data Platform (DP)
DataObject,Data pond data
ApplicationFunction,Data Processing
ApplicationFunction,Data Processing Layer
ApplicationService,Data Report (Call History & Voice Records)
ApplicationFunction,Data Verification
Artifact,Database Logs (IDERA)
Node,Database Server (Nightly replica)
Node,Database Server (Primary)
ApplicationFunction,Databricks
